split,view,filename,filepath,sharpness,brightness,contrast_std,noise,quality_label,guidance_text,abnormal_flag
train,Aorta,Aorta train (487).jpg,train\Aorta\Aorta train (487).jpg,553.2,65.84,60.06,1.97,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (488).jpg,train\Aorta\Aorta train (488).jpg,554.04,65.65,59.93,1.97,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (489).jpg,train\Aorta\Aorta train (489).jpg,554.49,65.37,59.77,1.97,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (49).jpg,train\Aorta\Aorta train (49).jpg,604.63,62.62,57.86,2.03,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (490).jpg,train\Aorta\Aorta train (490).jpg,555.41,65.05,59.63,1.97,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (5).jpg,train\Aorta\Aorta train (5).jpg,466.11,43.3,53.64,1.52,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (50).jpg,train\Aorta\Aorta train (50).jpg,605.74,62.54,57.89,2.03,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (51).jpg,train\Aorta\Aorta train (51).jpg,606.09,62.56,57.87,2.03,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (52).jpg,train\Aorta\Aorta train (52).jpg,606.01,62.61,57.94,2.03,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (53).jpg,train\Aorta\Aorta train (53).jpg,606.14,62.65,58.05,2.04,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (54).jpg,train\Aorta\Aorta train (54).jpg,589.03,49.5,55.0,1.82,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (55).jpg,train\Aorta\Aorta train (55).jpg,589.27,49.39,54.99,1.82,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (56).jpg,train\Aorta\Aorta train (56).jpg,589.84,49.3,54.95,1.82,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (57).jpg,train\Aorta\Aorta train (57).jpg,590.38,49.12,54.82,1.83,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (58).jpg,train\Aorta\Aorta train (58).jpg,589.64,48.93,54.66,1.83,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (59).jpg,train\Aorta\Aorta train (59).jpg,589.51,48.79,54.5,1.83,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (6).jpg,train\Aorta\Aorta train (6).jpg,561.55,58.45,54.99,1.82,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (60).jpg,train\Aorta\Aorta train (60).jpg,507.45,58.93,42.89,1.61,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (61).jpg,train\Aorta\Aorta train (61).jpg,505.18,57.88,42.43,1.61,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (62).jpg,train\Aorta\Aorta train (62).jpg,505.91,56.78,41.5,1.6,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (63).jpg,train\Aorta\Aorta train (63).jpg,503.31,55.93,40.61,1.6,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (64).jpg,train\Aorta\Aorta train (64).jpg,506.02,64.51,44.21,1.64,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (65).jpg,train\Aorta\Aorta train (65).jpg,505.47,64.36,44.4,1.64,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (66).jpg,train\Aorta\Aorta train (66).jpg,507.52,64.42,44.64,1.64,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (67).jpg,train\Aorta\Aorta train (67).jpg,508.32,64.34,44.76,1.64,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (68).jpg,train\Aorta\Aorta train (68).jpg,508.23,64.17,44.8,1.64,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (69).jpg,train\Aorta\Aorta train (69).jpg,508.39,63.93,44.63,1.65,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (7).jpg,train\Aorta\Aorta train (7).jpg,562.65,58.48,54.97,1.82,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (70).jpg,train\Aorta\Aorta train (70).jpg,507.95,63.68,44.55,1.65,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (71).jpg,train\Aorta\Aorta train (71).jpg,501.23,63.87,45.08,1.62,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (72).jpg,train\Aorta\Aorta train (72).jpg,501.91,63.69,45.08,1.62,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (73).jpg,train\Aorta\Aorta train (73).jpg,502.06,63.67,45.16,1.62,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (74).jpg,train\Aorta\Aorta train (74).jpg,501.95,63.43,45.07,1.63,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (75).jpg,train\Aorta\Aorta train (75).jpg,501.9,63.0,44.85,1.62,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (76).jpg,train\Aorta\Aorta train (76).jpg,502.31,62.55,44.58,1.63,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (77).jpg,train\Aorta\Aorta train (77).jpg,445.85,54.62,50.77,1.54,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (78).jpg,train\Aorta\Aorta train (78).jpg,447.45,54.56,50.68,1.54,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (79).jpg,train\Aorta\Aorta train (79).jpg,471.18,56.02,49.86,1.6,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (8).jpg,train\Aorta\Aorta train (8).jpg,560.71,58.24,54.78,1.81,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (80).jpg,train\Aorta\Aorta train (80).jpg,472.78,55.93,50.11,1.62,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (81).jpg,train\Aorta\Aorta train (81).jpg,469.19,55.53,49.95,1.62,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (82).jpg,train\Aorta\Aorta train (82).jpg,674.96,59.14,64.37,1.82,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (83).jpg,train\Aorta\Aorta train (83).jpg,680.63,58.92,64.44,1.81,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (84).jpg,train\Aorta\Aorta train (84).jpg,680.83,58.97,64.4,1.81,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (85).jpg,train\Aorta\Aorta train (85).jpg,679.9,58.84,64.25,1.81,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (86).jpg,train\Aorta\Aorta train (86).jpg,677.07,58.68,64.03,1.8,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (87).jpg,train\Aorta\Aorta train (87).jpg,676.07,58.57,63.95,1.79,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (88).jpg,train\Aorta\Aorta train (88).jpg,676.05,58.47,63.98,1.8,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (89).jpg,train\Aorta\Aorta train (89).jpg,675.97,58.4,64.0,1.8,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (9).jpg,train\Aorta\Aorta train (9).jpg,559.18,58.12,54.58,1.8,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (90).jpg,train\Aorta\Aorta train (90).jpg,667.43,58.55,64.06,1.81,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (91).jpg,train\Aorta\Aorta train (91).jpg,617.16,71.64,51.93,1.85,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (92).jpg,train\Aorta\Aorta train (92).jpg,614.62,71.32,51.88,1.85,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (93).jpg,train\Aorta\Aorta train (93).jpg,611.23,70.92,51.8,1.84,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (94).jpg,train\Aorta\Aorta train (94).jpg,608.28,70.64,51.76,1.84,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (95).jpg,train\Aorta\Aorta train (95).jpg,584.45,58.03,52.63,1.9,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (96).jpg,train\Aorta\Aorta train (96).jpg,584.6,58.01,52.62,1.9,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (97).jpg,train\Aorta\Aorta train (97).jpg,585.04,57.94,52.61,1.9,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (98).jpg,train\Aorta\Aorta train (98).jpg,584.2,57.85,52.61,1.91,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (99).jpg,train\Aorta\Aorta train (99).jpg,646.77,64.08,54.15,1.92,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (1).jpg,train\Flows\Flows train (1).jpg,847.13,39.72,46.51,1.94,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (10).jpg,train\Flows\Flows train (10).jpg,387.49,42.79,42.56,1.27,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (100).jpg,train\Flows\Flows train (100).jpg,658.03,63.19,55.54,1.92,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (101).jpg,train\Flows\Flows train (101).jpg,659.96,62.99,55.37,1.92,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (102).jpg,train\Flows\Flows train (102).jpg,676.6,62.13,55.23,1.95,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (103).jpg,train\Flows\Flows train (103).jpg,677.12,62.21,55.1,1.95,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (104).jpg,train\Flows\Flows train (104).jpg,619.82,60.28,52.27,1.85,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (105).jpg,train\Flows\Flows train (105).jpg,620.86,60.13,51.99,1.86,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (106).jpg,train\Flows\Flows train (106).jpg,602.86,61.54,53.78,1.86,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (107).jpg,train\Flows\Flows train (107).jpg,539.35,45.01,50.17,1.84,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (108).jpg,train\Flows\Flows train (108).jpg,539.78,45.07,50.21,1.84,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (109).jpg,train\Flows\Flows train (109).jpg,540.55,44.93,49.92,1.84,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (11).jpg,train\Flows\Flows train (11).jpg,374.19,41.81,46.06,1.25,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (110).jpg,train\Flows\Flows train (110).jpg,540.26,44.76,49.67,1.84,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (111).jpg,train\Flows\Flows train (111).jpg,539.81,44.1,48.52,1.83,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (112).jpg,train\Flows\Flows train (112).jpg,539.98,44.12,48.43,1.83,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (113).jpg,train\Flows\Flows train (113).jpg,505.37,54.12,52.73,1.68,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (114).jpg,train\Flows\Flows train (114).jpg,502.18,54.59,52.74,1.67,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (115).jpg,train\Flows\Flows train (115).jpg,597.02,65.3,61.18,1.88,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (116).jpg,train\Flows\Flows train (116).jpg,595.69,65.4,61.21,1.87,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (117).jpg,train\Flows\Flows train (117).jpg,614.91,62.6,59.26,1.86,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (118).jpg,train\Flows\Flows train (118).jpg,616.13,62.61,59.1,1.87,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (119).jpg,train\Flows\Flows train (119).jpg,621.95,63.74,59.49,1.9,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (12).jpg,train\Flows\Flows train (12).jpg,374.38,41.77,45.85,1.25,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (120).jpg,train\Flows\Flows train (120).jpg,607.47,65.1,60.0,1.89,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (121).jpg,train\Flows\Flows train (121).jpg,606.91,65.5,60.16,1.88,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (122).jpg,train\Flows\Flows train (122).jpg,594.13,42.3,52.03,1.74,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (123).jpg,train\Flows\Flows train (123).jpg,596.55,44.0,54.95,1.79,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (124).jpg,train\Flows\Flows train (124).jpg,588.72,44.81,54.86,1.79,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (125).jpg,train\Flows\Flows train (125).jpg,840.07,40.81,46.97,1.73,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (126).jpg,train\Flows\Flows train (126).jpg,938.66,35.96,42.12,1.72,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (127).jpg,train\Flows\Flows train (127).jpg,936.51,36.99,42.63,1.72,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (128).jpg,train\Flows\Flows train (128).jpg,918.64,37.7,43.55,1.72,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (129).jpg,train\Flows\Flows train (129).jpg,436.92,41.48,44.42,1.52,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (13).jpg,train\Flows\Flows train (13).jpg,374.39,41.36,45.47,1.25,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (130).jpg,train\Flows\Flows train (130).jpg,438.05,42.28,45.1,1.55,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (131).jpg,train\Flows\Flows train (131).jpg,574.0,80.17,57.59,1.94,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (132).jpg,train\Flows\Flows train (132).jpg,575.2,79.55,57.25,1.93,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (133).jpg,train\Flows\Flows train (133).jpg,575.18,79.55,57.06,1.93,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (134).jpg,train\Flows\Flows train (134).jpg,578.92,79.41,57.3,1.95,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (135).jpg,train\Flows\Flows train (135).jpg,585.44,78.27,57.04,1.94,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (136).jpg,train\Flows\Flows train (136).jpg,613.92,79.1,58.1,1.89,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (137).jpg,train\Flows\Flows train (137).jpg,1114.9,33.18,39.74,2.12,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (138).jpg,train\Flows\Flows train (138).jpg,1086.82,32.87,43.0,1.98,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (139).jpg,train\Flows\Flows train (139).jpg,596.46,48.46,54.83,1.81,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (14).jpg,train\Flows\Flows train (14).jpg,375.56,39.72,44.99,1.24,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (140).jpg,train\Flows\Flows train (140).jpg,597.46,48.31,54.96,1.81,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (141).jpg,train\Flows\Flows train (141).jpg,598.26,48.24,55.15,1.82,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (142).jpg,train\Flows\Flows train (142).jpg,601.59,48.91,56.39,1.83,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (143).jpg,train\Flows\Flows train (143).jpg,602.86,49.08,56.57,1.83,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (144).jpg,train\Flows\Flows train (144).jpg,602.59,49.05,56.51,1.83,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (145).jpg,train\Flows\Flows train (145).jpg,601.95,49.09,56.57,1.84,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (146).jpg,train\Flows\Flows train (146).jpg,605.02,48.96,57.08,1.84,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (147).jpg,train\Flows\Flows train (147).jpg,605.48,49.14,57.3,1.84,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (148).jpg,train\Flows\Flows train (148).jpg,603.28,44.13,54.61,1.79,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (149).jpg,train\Flows\Flows train (149).jpg,628.18,49.27,56.42,1.84,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (15).jpg,train\Flows\Flows train (15).jpg,375.73,39.54,44.68,1.24,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (150).jpg,train\Flows\Flows train (150).jpg,832.36,50.58,40.96,1.75,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (151).jpg,train\Flows\Flows train (151).jpg,872.63,49.46,43.08,1.79,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (152).jpg,train\Flows\Flows train (152).jpg,925.81,36.37,41.74,1.71,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (153).jpg,train\Flows\Flows train (153).jpg,944.67,38.79,42.32,1.71,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (154).jpg,train\Flows\Flows train (154).jpg,870.12,40.97,50.93,1.7,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (155).jpg,train\Flows\Flows train (155).jpg,861.54,39.68,49.18,1.66,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (156).jpg,train\Flows\Flows train (156).jpg,808.22,46.21,49.17,1.74,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (157).jpg,train\Flows\Flows train (157).jpg,900.1,48.83,50.86,1.82,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (158).jpg,train\Flows\Flows train (158).jpg,897.27,36.11,44.63,1.77,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (159).jpg,train\Flows\Flows train (159).jpg,767.64,49.81,43.32,2.11,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (16).jpg,train\Flows\Flows train (16).jpg,382.3,38.5,43.73,1.26,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (160).jpg,train\Flows\Flows train (160).jpg,774.18,49.77,43.01,2.11,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (161).jpg,train\Flows\Flows train (161).jpg,599.38,60.15,56.21,1.88,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (162).jpg,train\Flows\Flows train (162).jpg,600.39,60.22,56.33,1.88,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (163).jpg,train\Flows\Flows train (163).jpg,600.81,60.15,56.32,1.89,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (164).jpg,train\Flows\Flows train (164).jpg,605.5,60.16,56.79,1.89,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (165).jpg,train\Flows\Flows train (165).jpg,605.05,60.3,56.88,1.89,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (166).jpg,train\Flows\Flows train (166).jpg,605.68,60.47,57.08,1.9,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (167).jpg,train\Flows\Flows train (167).jpg,606.27,60.4,57.1,1.9,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (168).jpg,train\Flows\Flows train (168).jpg,609.37,60.45,57.18,1.91,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (169).jpg,train\Flows\Flows train (169).jpg,610.1,60.38,57.17,1.91,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (17).jpg,train\Flows\Flows train (17).jpg,381.07,40.2,44.57,1.25,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (170).jpg,train\Flows\Flows train (170).jpg,606.84,60.1,56.42,1.9,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (171).jpg,train\Flows\Flows train (171).jpg,849.49,51.65,48.31,1.83,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (172).jpg,train\Flows\Flows train (172).jpg,860.5,50.74,46.97,1.81,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (173).jpg,train\Flows\Flows train (173).jpg,627.18,82.5,64.5,2.01,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (174).jpg,train\Flows\Flows train (174).jpg,620.89,79.6,64.66,2.01,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (175).jpg,train\Flows\Flows train (175).jpg,621.95,79.58,64.62,2.01,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (176).jpg,train\Flows\Flows train (176).jpg,588.82,61.81,58.12,1.92,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (177).jpg,train\Flows\Flows train (177).jpg,589.34,61.73,58.1,1.92,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (178).jpg,train\Flows\Flows train (178).jpg,589.2,60.92,59.32,1.93,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (179).jpg,train\Flows\Flows train (179).jpg,586.77,59.87,58.28,1.9,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (18).jpg,train\Flows\Flows train (18).jpg,380.8,40.06,44.34,1.25,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (180).jpg,train\Flows\Flows train (180).jpg,848.76,60.05,56.0,1.87,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (181).jpg,train\Flows\Flows train (181).jpg,590.3,58.96,57.57,1.8,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (182).jpg,train\Flows\Flows train (182).jpg,595.13,60.59,58.76,1.88,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (183).jpg,train\Flows\Flows train (183).jpg,590.44,60.83,59.36,1.88,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (184).jpg,train\Flows\Flows train (184).jpg,589.92,60.45,59.15,1.85,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (185).jpg,train\Flows\Flows train (185).jpg,483.91,45.12,52.68,1.52,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (186).jpg,train\Flows\Flows train (186).jpg,585.15,53.03,55.79,1.85,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (187).jpg,train\Flows\Flows train (187).jpg,585.2,52.97,55.82,1.85,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (188).jpg,train\Flows\Flows train (188).jpg,952.11,41.42,47.87,1.8,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (189).jpg,train\Flows\Flows train (189).jpg,928.4,34.88,45.36,1.93,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (19).jpg,train\Flows\Flows train (19).jpg,406.19,52.18,51.48,1.36,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (190).jpg,train\Flows\Flows train (190).jpg,584.45,67.76,61.13,1.88,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (191).jpg,train\Flows\Flows train (191).jpg,585.65,44.91,47.68,1.87,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (192).jpg,train\Flows\Flows train (192).jpg,585.83,45.05,47.85,1.88,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (193).jpg,train\Flows\Flows train (193).jpg,586.45,44.86,47.56,1.88,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (194).jpg,train\Flows\Flows train (194).jpg,581.95,45.06,47.52,1.87,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (195).jpg,train\Flows\Flows train (195).jpg,581.88,45.39,47.83,1.87,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (196).jpg,train\Flows\Flows train (196).jpg,419.05,69.11,56.13,1.49,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (197).jpg,train\Flows\Flows train (197).jpg,402.93,66.65,55.82,1.39,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (198).jpg,train\Flows\Flows train (198).jpg,391.68,66.46,54.48,1.45,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (199).jpg,train\Flows\Flows train (199).jpg,533.96,65.98,55.58,2.01,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (2).jpg,train\Flows\Flows train (2).jpg,870.79,40.0,46.34,1.85,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (20).jpg,train\Flows\Flows train (20).jpg,679.35,58.55,56.3,1.97,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (200).jpg,train\Flows\Flows train (200).jpg,534.27,66.21,55.6,2.03,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (201).jpg,train\Flows\Flows train (201).jpg,533.9,66.18,55.58,2.03,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (202).jpg,train\Flows\Flows train (202).jpg,530.57,66.36,55.36,2.02,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (203).jpg,train\Flows\Flows train (203).jpg,530.64,66.41,55.32,2.02,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (204).jpg,train\Flows\Flows train (204).jpg,519.28,63.94,54.54,1.93,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (205).jpg,train\Flows\Flows train (205).jpg,523.82,64.15,53.66,1.98,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (206).jpg,train\Flows\Flows train (206).jpg,524.1,64.05,53.5,1.98,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (207).jpg,train\Flows\Flows train (207).jpg,520.89,63.87,53.5,1.97,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (208).jpg,train\Flows\Flows train (208).jpg,521.42,63.88,53.5,1.97,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (209).jpg,train\Flows\Flows train (209).jpg,436.35,52.71,49.39,1.53,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (21).jpg,train\Flows\Flows train (21).jpg,681.67,58.76,56.6,1.97,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (210).jpg,train\Flows\Flows train (210).jpg,435.17,52.07,48.89,1.49,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (211).jpg,train\Flows\Flows train (211).jpg,434.42,52.02,48.76,1.49,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (212).jpg,train\Flows\Flows train (212).jpg,387.65,50.84,51.59,1.31,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (213).jpg,train\Flows\Flows train (213).jpg,383.38,52.17,52.36,1.29,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (214).jpg,train\Flows\Flows train (214).jpg,391.8,58.19,54.88,1.38,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (215).jpg,train\Flows\Flows train (215).jpg,410.67,58.68,53.84,1.41,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (216).jpg,train\Flows\Flows train (216).jpg,403.26,59.43,54.36,1.4,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (217).jpg,train\Flows\Flows train (217).jpg,460.51,58.36,55.55,1.43,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (218).jpg,train\Flows\Flows train (218).jpg,454.67,59.25,56.57,1.43,good,Image quality is good. Proceed with assessment.,0
